cif,cust_pin_code
180001290052,851204
180001268170,507122
180001272804,500016
180001109196,454116
180001293523,416416
180001143673,400601
180001290414,313001
180001290336,560050
180001261782,500078
180000896067,560029
180001195253,600118
180001277214,600072
180000438881,181205
180001290184,400097
180001264667,585327
180000936381,122011
180001271117,486771
180001103188,400101
180001266834,621805
180001195003,695008
180001271315,201301
180001266613,395023
180001275753,532195
180001195648,411021
180001270453,560073
180000182725,401203
180001278848,501203
180001109166,389151
180001124385,522002
180001261756,586109
180001282642,562160
180001090108,522503
180001261446,522304
180001247311,503001
180001275779,560090
180001273927,560036
180001266344,110053
180001109187,843122
180001195157,560068
180001293522,380024
180001103179,584111
180001275621,387002
180001221619,110034
180000475373,285205
180001137805,560048
180001266771,848202
180001273411,110053
180000462809,733202
180001143568,521340
180001279125,562149
180001273586,501218
180001279474,581338
180001247409,600101
180001281975,642128
180001135017,609806
180001144014,500062
180001194754,781024
180001262912,500006
180001276906,110046
180001294619,443104
180001264166,465680
180001276608,110036
180001194646,636007
180001290567,303706
180001195632,624101
180001282590,201301
180001263068,523001
180000922816,110018
180001271336,361005
180001279043,600082
180001264580,560075
180001278929,413412
180001008250,400092
180001275903,530048
180001195300,756083
180001092083,800006
180001277291,522003
180001270967,363642
180001290518,522004
180001269924,344035
180001264120,733124
180001282633,586101
180000365579,110088
180001169422,360550
180001119112,422101
180001134992,305404
180001143477,517415
180001276613,563101
180001261717,601201
180001273233,530008
180001267858,571416
180001119102,825412
180001142108,500011
180001290042,530017
180001169482,641008
180001129361,600008
180000209454,560095
180001221446,600019
180001289767,560090
180001273226,642126
180001294497,500018
180001195065,523246
180001261771,321024
180000223049,517002
180001277271,401105
180001290763,416012
180001276677,508207
180001264292,517419
180001194793,251001
180001276870,572102
180001119097,394210
180001135229,445001
180001273351,400015
180001282533,395010
180001221252,641603
180001094136,843333
180001169304,431143
180001124141,516227
180001271173,515672
180001194963,302015
180001135054,683556
180000717304,380005
180001262981,110085
180001195258,620102
180001262900,110031
180000337104,600083
180001119053,110043
180001272850,522415
180001271165,641653
180001275947,523271
180001272508,591306
180001276973,482001
180000209383,524408
180001301449,413106
180001273022,585202
180001286691,560078
180001271475,285001
180000052454,517152
180000469885,110078
180001281268,500053
180000915153,500029
180000434171,560102
180001265983,413102
180001290526,470880
180001290685,500072
180001138388,414402
180000707984,752111
180001119106,382330
180001135007,411044
180001278984,801503
180001143708,480990
180001088804,382424
180001285479,394327
180001141315,421306
180001264633,522234
180001130913,411026
180001263071,127306
180001133415,621211
180001273567,462022
180001271295,721212
180001264729,431111
180001129804,509001
180001273229,500013
180001289573,394230
180001169210,201301
180001276830,400043
180001266469,500070
180001286689,600086
180001113007,110059
180001144010,600031
180001290240,394210
180001270821,620021
180000052415,382721
180001139276,641605
180001169198,625002
180001195488,630702
180001124995,752115
180001286707,500035
180001194441,601201
180001135147,570016
180001281964,636807
180001294512,600015
180001169375,500081
180001119104,624711
180000451368,413512
180000702880,125033
180001273344,413520
180001270899,302033
180001264311,400708
180001194685,560067
180001262980,522201
180001290706,343029
180001273234,500016
180001290358,500058
180001119144,410203
180001132927,518464
180001271233,520007
180001268726,560092
180001289553,500056
180001109220,532459
180001271289,431505
180001264559,522201
180001286626,673502
180001263279,500064
180001129456,635112
180001275934,517415
180001194879,431704
180001290415,759123
180001289757,401107
180001284864,600011
180001294370,560085
180001276497,441614
180000465739,516175
180001124583,639101
180001263037,400097
180001273003,384151
180001135032,533437
180001294495,521228
180001290811,395002
180001278998,500018
180001300978,532407
180001129493,636303
180001278919,302033
180001290432,518002
180001278205,581423
180001195377,572130
180001275995,517112
180001266754,500072
180001109110,635804
180001285415,471201
180001169159,201001
180001288891,385310
180001142896,302006
180001282554,506224
180001351720,533124
180001273916,560057
180001278993,635103
180001142115,625006
180001266462,281403
180001221486,721401
180000734576,400069
180001269396,503003
180001294853,605005
180001273896,110031
180001288020,243201
180001282064,532222
180001276799,515124
180001099691,110078
180001194954,416425
180000738027,560076
180001294376,110084
180001221422,481556
180001194708,505331
180001264570,502295
180001195104,631501
180000443710,303603
180001290647,605014
180001290329,110059
180000451377,121102
180001109209,600023
180001290177,110093
180001268972,395006
180001169157,600042
180001280264,121001
180001290057,342601
180001290670,482001
180001262938,574223
180000911072,500032
180001291442,416436
180001221415,506009
180001266314,518135
180000687009,733207
180001195232,385550
180000431466,760002
180001263253,604208
180001289818,394210
180001262949,110032
180001275955,462033
180001268429,801505
180001273512,560036
180001221413,207403
180001271179,209304
180001288411,302017
180001247142,627001
180001130298,121106
180001267565,201010
180001264533,390021
180001090007,122001
180001107683,500085
180000724587,400034
180001262976,517583
180001135034,600005
180001264337,396191
180001289904,524003
180001294480,400095
180001266832,757086
180001291113,508206
180001263303,560035
180001135264,440009
180001264207,741502
180001266747,800007
180001263209,400102
180001101480,444606
180001123873,723145
180000449294,641607
180001139617,110053
180001277258,522001
180001169196,440012
180001271340,622203
180001261753,301406
180001290613,560078
180001194559,522617
180001262916,333307
180001276534,508244
180001290611,122001
180001263004,507123
180001268848,602025
180001127875,444905
180001273957,560057
180001292401,507303
180001290424,627758
180001282551,464001
180001271098,110036
180001266768,505301
180001272002,445204
180001276561,560058
180001266461,110019
180001143011,581205
180001276853,782124
180001290742,425412
180001169162,639102
180000469787,160059
180001086755,517325
180001135181,481665
180001135233,522503
180001292354,506002
180001264488,600091
180001194540,577180
180001281667,500013
180001277097,534211
180001267112,361013
180001143963,321411
180001279249,272002
180000931348,141001
180001275757,413130
180001300697,516173
180001268684,462043
180000475140,751019
180001221636,110076
180001273522,515311
180001266667,462023
180001276801,110092
180001276529,641015
180001268109,560043
180001271482,400058
180001268751,534005
180001264499,518462
180001134948,641402
180000349727,700031
180000475073,135001
180001289970,342008
180001272746,452009
180001270557,500033
180001271284,110063
180001286588,600062
180000442970,211004
180001266809,110043
180001194632,227806
180001275455,411041
180001273036,201304
180001263299,636808
180001275884,302012
180001195052,334202
180001269236,522124
180000453788,560078
180001278324,500072
180001266652,110059
180001293707,335504
180000462574,689101
180001268735,530017
180001287596,587156
180001266543,509301
180001276583,411009
180001119115,607105
180000745284,127021
180001277094,533124
180001273902,110044
180001275990,462021
180000561366,620005
180001247244,422010
180001275291,605010
180001268656,500085
180000443268,110094
180001271332,522101
180001271405,505498
180001333045,395010
180001282616,122001
180001277259,110096
180001290366,518003
180000347803,516003
180000922917,600004
180001273157,805109
180001221597,400088
180001084443,600117
180000463689,632311
180001135162,273001
180000451369,122001
180000451361,474002
180001277133,421301
180001290422,110030
180001134429,395006
180001266693,562107
180001273539,627005
180001266645,500090
180001195622,303302
180000712627,752111
180001275874,400102
180001281228,360490
180000469685,142001
180001261631,700106
180001299146,360006
180001195642,504208
180001277212,500003
180001169537,848209
180001135039,600053
180001289649,401107
180001266430,576105
180001289947,590001
180001135047,400060
180001273575,413322
180001119184,604402
180001290297,631210
180001276048,502277
180001263301,638011
180001274061,560086
180001129447,756083
180001280321,500037
180001266493,110052
180001289886,389001
180000227441,110007
180001116473,110045
180001277098,635802
180000451360,500071
180001282546,500047
180001124841,560076
180001143857,382424
180001276894,221106
180001264555,600087
180001290065,410203
180001139205,613303
180001290417,515201
180001269239,122105
180001290448,621007
180001277318,394105
180001276742,620008
180001266860,500070
180001281791,522212
180001247061,752105
180001264666,637103
180001264724,431136
180001290058,577530
180001266820,632012
180001247170,522201
180001277806,848501
180001143687,411028
180001276033,401202
180001275822,344001
180001290004,560098
180001269538,500068
180001119180,759122
180001195115,385535
180001279996,641652
180001279010,452001
180001134958,221310
180001169170,522421
180001273450,516002
180001278923,400058
180001273538,600017
180001273128,364290
180001271125,201102
180001275625,756162
180001135226,560086
180001273574,560064
180001221247,506348
180001090037,431517
180000910331,641001
180001290268,271201
180001275916,364060
180001277121,635808
180000442730,500036
180001195036,641034
180001281055,638052
180001194574,801110
180001290109,122001
180001275882,458228
180000556208,625515
180001143975,431001
180001270923,641652
180001262917,533001
180001142778,506342
180001195041,327021
180001129216,394210
180001135191,560082
180001141825,505528
180001273015,735225
180001142106,335524
180001290619,410208
180000481090,122011
180000340674,517502
180001169216,500043
180001341596,476337
180001300610,442203
180001290634,422010
180001266489,453661
180000882864,560066
180001194473,515001
180001290071,563114
180001282517,121004
180001285456,500082
180001103194,453331
180001276958,313327
180001283933,572115
180001273865,500055
180001194801,560035
180001087497,477001
180001269101,416516
180001271346,122001
180001276465,411016
180001275768,624710
180001290669,462003
180001333010,600082
180000474803,560075
180001143941,452015
180001276790,506002
180001194914,390007
180001143962,583134
180001142336,110051
180001116343,560016
180001273458,843318
180001099653,700007
180001271230,516115
180001194769,443203
180000440111,600119
180000442756,400075
180001276984,121105
180000706533,700094
180001135093,533005
180001271288,423603
180001266267,533101
180001123208,637105
180001276741,632001
180001290226,530044
180001143678,110092
180001267092,500039
180000714163,560036
180001275937,389260
180001280574,411028
180001276825,515671
180000597026,506002
180001266923,122017
180001287695,382449
180001124888,560070
180001262998,517501
180001282643,414001
180001129402,533406
180001122662,415523
180001119068,411015
180001275948,560037
180001195583,395006
180001142659,431001
180001135048,600049
180000212266,271001
180001269341,600088
180001290826,110093
180001290818,271309
180001281981,121004
180001297497,462420
180001276588,522411
180001276557,505327
180001271923,500014
180001280416,532410
180001271952,306101
180001143847,607801
180001143843,848115
180001276800,341542
180000913975,382210
180001169261,201303
180001276475,500084
180001247383,474006
180000474902,713204
180001268182,522601
180001135110,600068
180001270872,201014
180001274763,721425
180001125019,382415
180001266760,636111
180001273508,123001
180000340692,342008
180001094135,756030
180001194438,560006
180001264551,382210
180001271181,201102
180001290855,516390
180001290413,560037
180001090102,414003
180001261769,600045
180001221302,842001
180000449286,603002
180001279091,560045
180001282870,362620
180001263985,560068
180001264346,517640
180001264386,360003
180001285430,520013
180001268734,209733
180000712624,560064
180001194922,520013
180001266805,322001
180000903755,140301
180001277070,505209
180001271404,486661
180001271409,845106
180001269423,180001
180001094422,508238
180001266625,560072
180001351158,769010
180000718461,390019
180001194678,224225
180001276667,400093
180001289860,110045
180001143983,335513
180000939939,711106
180001261450,560043
180001124338,401203
180001221233,474002
180001169534,570016
180001124326,621804
180001195631,110044
180001282620,400071
180001282060,560091
180001276631,560034
180001273520,305901
180001290394,635754
180000451403,400103
180001135196,500013
180001271443,421505
180000347820,560058
180001273553,524002
180001195163,382345
180001290438,522309
180001271395,500082
180001194485,474003
180001264460,431402
180001266395,306401
180001144011,110025
180001169481,531083
180001271338,627352
180001275595,110083
180001271489,721121
180001273453,302012
180000469853,334004
180001261586,734006
180001290239,502371
180001289839,121013
180001194623,600096
180001274739,852123
180001143938,400037
180001135244,517501
180001143773,560032
180001266576,610001
180001136073,522005
180001271124,600052
180001264328,560098
180001273268,110044
180000433208,400701
180001267231,517401
180001271427,413102
180001294411,500024
180001264195,302021
180001247081,110026
180001276859,500054
180001282639,560008
180001194482,500074
180001276895,110005
180001194727,500011
180001264401,636501
180001277119,302029
180001274688,507120
180001274185,421305
180001124335,517501
180000920147,609808
180001273591,321001
180001290704,713101
180001271357,605202
180001143556,635802
180001194519,600021
180001143734,500053
180001264319,560023
180000975281,411058
180001143503,204211
180001130092,274702
180001274449,517127
180001294275,636401
180001262902,390004
180001194635,560062
180000905749,603112
180001261740,452005
180001135115,520010
180001135310,524002
180001195085,201313
180001284385,515556
180001129458,517501
180000450777,142026
180000884846,400606
180001295090,473001
180001271166,577129
180001266624,509235
180001283335,400069
180001276983,121005
180001143759,301709
180001263030,390008
180001271491,591213
180001169530,122001
180001264663,122001
180001277182,110088
180001142840,410210
180001274023,313207
180001264498,411022
180001247064,431005
180001109183,600100
180000442739,560071
180001290679,414306
180001276056,581102
180001276963,413512
180001195273,520010
180001289914,462021
180001194437,431127
180001169552,424105
180001274287,385565
180001169395,721212
180001135177,517501
180001286586,411046
180000717375,422005
180001294529,323025
180001261430,629802
180001268314,151502
180001282123,110053
180001289845,304801
180001273099,421506
180001266743,110094
180001290598,201309
180001263177,421204
180001295858,500045
180001277116,533345
180001264502,506316
180001281966,842002
180001143490,362001
180000447531,110058
180000573037,394270
180001273595,515001
180001268468,487330
180001278901,560004
180001276952,600113
180001266603,845411
180001267035,411014
180001124303,518003
180001290701,301713
180001143670,635853
180001271068,482001
180001282377,431001
180000228808,712258
180001134991,673007
180001264474,443403
180001291026,676562
180001266497,332402
180001266392,584123
180001101598,413324
180001135258,384220
180001090355,242001
180001221504,474011
180001143919,500072
180001289949,110048
180000454307,414105
180001276059,523166
180001263971,534101
180000881663,570017
180001273435,600014
180001271656,450001
180001124381,413007
180001143717,431718
180001099152,503001
180001339173,752101
180001288589,587115
180001194959,303109
180001294408,121004
180001126116,581205
180001277210,454775
180001268490,570008
180001280047,400017
180001294399,311001
180001266432,600015
180001285424,121005
180000584122,560068
180001134711,110006
180001143496,412307
180000725430,243601
180001221502,322234
180001290419,110005
180001290684,311001
180001169547,814133
180001221621,585313
180001108727,422603
180001194889,600082
180001279048,485111
180001143441,396191
180001264601,121001
180001261780,560023
180001290591,470002
180001276988,571129
180001266505,500072
180001350952,121004
180001278954,603202
180001221609,110041
180001087418,271003
180001271290,122002
180001119111,575014
180001195062,518502
180001276965,121005
180001273941,505301
180001290609,413525
180000469792,518001
180001277184,453771
180001264645,505215
180001299570,110044
180001275852,523274
180001132917,530027
180001276816,110086
180001273601,501301
180001275954,621312
180001294390,577116
180001135163,641027
180001280223,847230
180001275010,121004
180001169394,845437
180001134942,533450
180001294510,110092
180001277458,635304
180001268471,394210
180001273533,500056
180001266683,321001
180001273604,201301
180001143603,331403
180001295265,600042
180001124035,360001
180001194433,209625
180001268177,574326
180001144001,520013
180001275123,360405
180001143526,500081
180001097115,500087
180001266425,607109
180001264399,431204
180001281957,632317
180001194495,226010
180001247432,500015
180001276493,201308
180001261773,445206
180001142090,560078
180001276664,600059
180001275965,584129
180001277006,484446
180001195027,509325
180001134953,515591
180001268683,382424
180001143840,126116
180001099649,110092
180000906313,250002
180001292590,110037
180001271634,302032
180001135210,621217
180001290775,343042
180001271326,502032
180001194543,413319
180001275987,342902
180001276689,532421
180001282067,222203
180001194768,829135
180001278473,110025
180001281928,473551
180001290637,441401
180001265740,637215
180001290379,401305
180001194925,382150
180001247400,847101
180001221587,110025
180001275992,641603
180001276718,110091
180001333020,560061
180001143511,500008
180000590503,828103
180001273442,324009
180001194429,122001
180001273966,506132
180001297493,212665
180001290364,425412
180001129391,524428
180001141603,621306
180001119309,506356
180001264433,624001
180001273555,508114
180000215512,502032
180001263107,431503
180001108722,441202
180001194804,456221
180001134284,125033
180001143927,303301
180001288432,400089
180001095239,722174
180001269521,560076
180001271319,201305
180001294359,600113
180001273867,518301
180001270192,110096
180001285475,400074
180001263246,577006
180000906307,382340
180001083663,712416
180001272515,600002
180001271197,600014
180001282828,431005
180000357907,624101
180001264547,560090
180001143801,506122
180001267549,641602
180001143565,641302
180001276466,452010
180000597466,440004
180001194539,110086
180000359830,517001
180001264681,505453
180001169168,500011
180001169541,110092
180001195652,110039
180001270175,521214
180001271401,344502
180001290410,302013
180001138033,689594
180001135151,572102
180001129394,854311
180001099645,635804
180001247395,460449
180001269168,423104
180000906266,700147
180001296372,533248
180001264405,586104
180001142957,523316
180001299566,605001
180001195238,845306
180001195640,516002
180001143886,517425
180001247131,400063
180001272510,431213
180001276511,562132
180000445673,641045
180001275950,395009
180000449289,493338
180001288475,600073
180001281933,516309
180001169521,388325
180001294442,629175
180001290062,636501
180001266617,421201
180001194629,613403
180001268672,364001
180001135242,607301
180001269307,452007
180000712644,302004
180001290838,303604
180001279331,741509
180001265477,507003
180001277181,110025
180001277064,804428
180001124372,400095
180001135152,389110
180000975294,110032
180001273556,507001
180001275818,600097
180001264635,122016
180001143234,431213
180001264566,502285
180000216295,700040
180001273439,473001
180001280083,505415
180001273287,500072
180001194633,443301
180001271396,440014
180001271110,506165
180001265935,585403
180001290357,311805
180001266650,583101
180001143115,455001
180001290409,571434
180001143783,505211
180001277977,500056
180001169189,110051
180000221282,226021
180001194747,505162
180001282646,570011
180001277246,522330
180001143995,221010
180001299144,431130
180001273568,312203
180001103716,535501
180001143770,500053
180001269868,344502
180001271147,462043
180001347881,507003
180001264878,395003
180001271116,313001
180000447530,160022
180000747006,325220
180001263206,560006
180001194735,502291
180001289870,400069
180001279121,560079
180000364574,395002
180001113643,695019
180001275832,110059
180001263082,365601
180001286604,516360
180000577533,400068
180001294469,110059
180001247421,485771
180000721272,517501
180001294464,302033
180001281892,303325
180001265858,603105
180001170915,400095
180001277125,332025
180001268305,600091
180001194715,625531
180001120349,641006
180001289813,486670
180001282673,515671
180000975298,560064
180001294484,305001
180001134989,560029
180001271313,500084
180000179797,500081
180000747627,603109
180001294498,421306
180001275591,500008
180001270222,530007
180001143982,395010
180001066488,221204
180000946075,201301
180001268987,383001
180001109128,713512
180000451390,190005
180001279060,560078
180000892760,400081
180001267037,805130
180001143868,574219
180001273048,470004
180001348061,305901
180001124296,691524
180001293061,441404
180000892789,400022
180001262952,606107
180001273900,466116
180001290476,635802
180001129347,456335
180001291569,506006
180001290636,756045
180001109099,110024
180001261677,573201
180001104738,444505
180001277722,208002
180001131938,853204
180001221279,507122
180001276860,331022
180001195490,303008
180000431443,382715
180001268898,400095
180001277157,335523
180001119265,110076
180001264423,532461
180001282445,122508
180001195229,400067
180001169208,382481
180001290144,400054
180001271476,532168
180001294233,400070
180001271272,523373
180001290079,624101
180001290785,620001
180001290808,507318
180001134994,562149
180001290556,382440
180001264345,638002
180001264581,421301
180001143923,509228
180000451387,560068
180001169449,423105
180001277136,456010
180001277319,500036
180001266756,274509
180001289878,505001
180001143634,110094
180001271222,852111
180001278956,636404
180001271212,520007
180001247107,334201
180001142885,323602
180001282811,583135
180000211724,631501
180001277041,444805
180000442940,713335
180001066995,847404
180001289151,560053
180001124374,801113
180001103186,517299
180001261687,411028
180001143618,411057
180001195010,452001
180001169212,600088
180001119137,502291
180000443097,201001
180001289623,743374
180001290784,462046
180000739586,127021
180001221464,110006
180001036982,700006
180001144023,500029
180001261397,395004
180001221638,416005
180001286618,500045
180001247379,482001
180001286837,637001
180000451375,122001
180001276855,522001
180000333358,560102
180001194605,600099
180001273196,562159
180001142908,500036
180001270939,110032
180001264417,301411
180000228849,506001
180001285214,400069
180001143785,110002
180001289990,517129
180001278805,517124
180001264255,302033
180000451383,462001
180001290452,122001
180000463015,431001
180001299149,385001
180001264483,401209
180001277885,508001
180001264464,756126
180000586402,560030
180001281983,440017
180001194775,822113
180001135203,506006
180001290749,122015
180000433253,422003
180001289986,110062
180001221594,534275
180001266420,431511
180001290618,458441
180001135111,421203
180001264691,560090
180001143508,412308
180001294451,122001
180001195447,110092
180001221253,500026
180001278915,600056
180001135481,509228
180001134808,523271
180001268778,626189
180001095201,845305
180001273589,390024
180001297476,458113
180001266913,452001
180001143864,604204
180001066446,411001
180001194935,110057
180001271322,522002
180001276926,322230
180001124317,500070
180001275975,799207
180001290483,639001
180001261672,501401
180001271303,400078
180001291114,110093
180001143910,560102
180001277250,515001
180001271143,507208
180001195647,395010
180001282810,508234
180001264116,506001
180001264507,345026
180001143705,110053
180001271074,560038
180000442750,110091
180001341604,560085
180001194610,502375
180001333011,602105
180000469881,332718
180001088777,221712
180001270372,400043
180001281231,823001
180001278712,560064
